date,open,high,low,close,volume,ATR,MACD,RSI,OBV,VWAP,PSAR,ADX,CCI,WILLR,ROC,MFI,STOCH,BBU,BBL,signal,confidence,rationale,score,expires,vol_avg20,strong_signal,confirm_count,confirm_ok,pos,returns,trade_cost,strategy_returns,equity_curve
2020-01-02,151.28912308572728,153.14712365624922,150.86035596005522,153.0423126220703,22622100.0,1.6300130628232994,2.6520566138785853,76.61366464565397,1192195500.0,152.3499307461249,148.9394714431858,34.68140770688045,125.26830072910847,-1.1328549811487676,3.940972260004848,70.68814,85.84799942712509,,,Strong Buy,0.8999999999999999,SMA crossed above EMA (bullish); MACD bullish; RSI overbought; OBV rising (bullish volume); STOCH overbought; Price above VWAP (bullish); Price above PSAR (bullish); Strong trend (ADX > 25); CCI overbought; WILLR overbought,1,2020-01-03,21072050.0,False,0,False,0,0.0,0.0,0.0,100000.0
2020-01-03,150.8508531363739,152.40394380092795,150.60311000124383,151.13668823242188,21116200.0,1.6878123173824833,2.570060652636215,65.7907330019592,1171079300.0,151.38124734486453,149.0690126738897,35.11651629911528,91.97959958462069,-26.70865916759095,1.986770923214105,63.639336,84.03115074854885,,,Hold,0.5,MACD bullish; OBV falling (bearish volume); STOCH overbought; Price below VWAP (bearish); Price above PSAR (bullish); Strong trend (ADX > 25),-1,2020-01-04,21249125.0,False,0,False,0,-0.012451617836919837,0.0,-0.0,100000.0
2020-01-06,149.66932792275708,151.59403303057528,149.1262122356397,151.52732849121094,20813700.0,1.7435272090087193,2.507692548060448,66.82532643406928,1191893000.0,150.7491912524753,,34.3897165205862,67.97717832588822,-24.35522555392664,2.805604189373184,56.618523,82.60108676577788,,,Buy,0.7,MACD bullish; OBV rising (bullish volume); STOCH overbought; Price above VWAP (bullish); Strong trend (ADX > 25); Near resistance,1,2020-01-07,21396355.0,False,0,False,0,0.0025846818754446943,0.0,0.0,100000.0
2020-01-07,151.8036372690105,152.13711630992103,149.89799290182077,150.14572143554688,21634100.0,1.7789269377349957,2.3200372873505444,59.92276871566733,1170258900.0,150.7269435490962,,33.94342050226367,61.26004170655772,-45.12905683450058,2.079432933419908,49.274147,67.93568614799393,,,Hold,0.5,MACD bullish; OBV falling (bearish volume); Price below VWAP (bearish); Strong trend (ADX > 25),-1,2020-01-08,21657885.0,False,0,False,0,-0.009117873781719799,0.0,-0.0,100000.0
2020-01-08,151.43204560824276,153.21383324803998,150.498283797712,152.53732299804688,27746500.0,1.871011572177061,2.337357794203456,66.39384792297336,1198005400.0,152.08314668126627,149.1262122356397,33.95726975257716,95.40306855198102,-10.070985543943111,2.8129274578892915,57.81423,73.48157735587655,,,Buy,0.7999999999999999,MACD bullish; OBV rising (bullish volume); Price above VWAP (bullish); Price above PSAR (bullish); Strong trend (ADX > 25); WILLR overbought; Near resistance,2,2020-01-09,22210840.0,False,0,False,0,0.015928536222237,0.0,0.0,100000.0
2020-01-09,154.2047113664472,154.5667883844768,153.43292786078217,154.4429168701172,21385000.0,1.8823297018271288,2.4763046221969205,70.48336521577004,1219390400.0,154.1475443717921,149.2079646558877,34.44742042699965,155.18366567971006,-1.534891931162874,2.973089942189381,65.2321,81.08835523013114,,,Hold,0.5,MACD bullish; RSI overbought; OBV rising (bullish volume); STOCH overbought; Price above VWAP (bullish); Price above PSAR (bullish); Strong trend (ADX > 25); CCI overbought; WILLR overbought; Near resistance,-1,2020-01-10,22456285.0,False,0,False,0,0.012492640060916216,0.0,0.0,100000.0
2020-01-10,155.1384890667648,155.51961206114564,153.57584698863667,153.72830200195312,20725900.0,1.886717942611927,2.499939787156535,67.18171739672856,1198664500.0,154.27458701724515,149.42231760503128,35.20458536861192,158.47168806621593,-27.12865509247045,2.496628459948872,64.86118,87.08848914414119,,,Hold,0.5,MACD bullish; OBV falling (bearish volume); STOCH overbought; Price below VWAP (bearish); Price above PSAR (bullish); Strong trend (ADX > 25); CCI overbought; Bearish engulfing; Near resistance,-4,2020-01-11,22549750.0,False,0,False,0,-0.004627048508576426,0.0,-0.0,100000.0
2020-01-13,154.12851888184957,155.605396247963,153.652107766259,155.57681274414062,21626500.0,1.8914729811404472,2.6374275706223784,70.96987188048286,1220291000.0,154.94477225278754,149.78815527239814,35.934671234326764,168.32823354408455,-0.4372984464337759,3.748893025370439,60.888924,90.2997181766443,,,Hold,0.5,MACD bullish; RSI overbought; OBV rising (bullish volume); STOCH overbought; Price above VWAP (bullish); Price above PSAR (bullish); Strong trend (ADX > 25); CCI overbought; WILLR overbought; Near resistance,-1,2020-01-14,22400470.0,False,0,False,0,0.01202453105976553,0.0,0.0,100000.0
2020-01-14,155.68161454893516,155.88171360275174,154.09040326179172,154.48106384277344,23477400.0,1.8843185068111863,2.627679596070635,66.09927406654874,1196813600.0,154.81772690243898,150.25353455044333,36.70346860382099,144.6062124805061,-20.559390095115504,2.180628731449108,53.192802,83.95821878866009,,,Hold,0.5,SMA crossed below EMA (bearish); MACD bullish; OBV falling (bearish volume); STOCH overbought; Price below VWAP (bearish); Price above PSAR (bullish); Strong trend (ADX > 25); CCI overbought; Near resistance,-4,2020-01-15,22382070.0,False,0,False,0,-0.007043137611831951,0.0,-0.0,100000.0
2020-01-15,154.94795870026942,156.2056911224707,154.90032921611618,155.48153686523438,21417900.0,1.8729119905433749,2.6699070412070967,68.24234107396262,1218231500.0,155.52918573460707,150.81635245567418,37.526201408044365,147.09948909648068,-10.146936876220314,2.654772931463063,58.335808,89.61879152741012,,,Hold,0.5,MACD bullish; OBV rising (bullish volume); STOCH overbought; Price below VWAP (bearish); Price above PSAR (bullish); Strong trend (ADX > 25); CCI overbought; WILLR overbought; Near resistance,-2,2020-01-16,22245755.0,False,0,False,0,0.006476347311274333,0.0,0.0,100000.0
