date,equity_curve
2020-01-02,100000.0
2020-01-03,100000.0
2020-01-06,100000.0
2020-01-07,100000.0
2020-01-08,100000.0
2020-01-09,100000.0
2020-01-10,100000.0
2020-01-13,100000.0
2020-01-14,100000.0
2020-01-15,100000.0
2020-01-16,100000.0
2020-01-17,100000.0
2020-01-21,100000.0
2020-01-22,100000.0
2020-01-23,100000.0
2020-01-24,100000.0
2020-01-27,100000.0
2020-01-28,100000.0
2020-01-29,100000.0
2020-01-30,100000.0
2020-01-31,100000.0
2020-02-03,100000.0
2020-02-04,100000.0
2020-02-05,100000.0
2020-02-06,100000.0
2020-02-07,100000.0
2020-02-10,100000.0
2020-02-11,100000.0
2020-02-12,100000.0
2020-02-13,100000.0
2020-02-14,100000.0
2020-02-18,100000.0
2020-02-19,106113.22881041032
2020-02-20,104090.09594268304
2020-02-21,99157.01451570427
2020-02-24,92146.88764514557
2020-02-25,88360.26389324236
2020-02-26,90248.51520813243
2020-02-27,85224.7570527008
2020-02-28,91118.97046421458
2020-03-02,93264.76461480021
2020-03-03,89708.69834554207
2020-03-04,95990.8794932179
2020-03-05,92205.3795927821
2020-03-06,89759.28457940796
2020-03-09,82809.0383235288
2020-03-10,88085.83099095344
2020-03-11,83156.56678361396
2020-03-12,72980.87327521901
2020-03-13,81257.0446594675
2020-03-16,66263.42574600322
2020-03-17,73304.76210098992
2020-03-18,73304.76210098992
2020-03-19,73304.76210098992
2020-03-20,73304.76210098992
2020-03-23,73304.76210098992
2020-03-24,73304.76210098992
2020-03-25,73304.76210098992
2020-03-26,73304.76210098992
2020-03-27,73304.76210098992
2020-03-30,73304.76210098992
2020-03-31,73304.76210098992
2020-04-01,73304.76210098992
2020-04-02,73304.76210098992
2020-04-03,73304.76210098992
2020-04-06,73304.76210098992
2020-04-07,73304.76210098992
2020-04-08,73304.76210098992
2020-04-09,73304.76210098992
2020-04-13,73304.76210098992
2020-04-14,73304.76210098992
2020-04-15,73304.76210098992
2020-04-16,73304.76210098992
2020-04-17,73304.76210098992
2020-04-20,73304.76210098992
2020-04-21,73304.76210098992
2020-04-22,73304.76210098992
2020-04-23,73304.76210098992
2020-04-24,73304.76210098992
2020-04-27,73304.76210098992
2020-04-28,73304.76210098992
2020-04-29,73304.76210098992
2020-04-30,73304.76210098992
2020-05-01,73304.76210098992
2020-05-04,73304.76210098992
2020-05-05,73304.76210098992
2020-05-06,73304.76210098992
2020-05-07,73304.76210098992
2020-05-08,73304.76210098992
2020-05-11,73304.76210098992
2020-05-12,73304.76210098992
2020-05-13,73304.76210098992
2020-05-14,73304.76210098992
2020-05-15,73304.76210098992
2020-05-18,73304.76210098992
2020-05-19,73304.76210098992
2020-05-20,73304.76210098992
2020-05-21,73304.76210098992
2020-05-22,73304.76210098992
2020-05-26,73304.76210098992
2020-05-27,73304.76210098992
2020-05-28,73304.76210098992
2020-05-29,73304.76210098992
2020-06-01,73304.76210098992
2020-06-02,73304.76210098992
2020-06-03,73304.76210098992
2020-06-04,73304.76210098992
2020-06-05,73304.76210098992
2020-06-08,73304.76210098992
2020-06-09,73304.76210098992
2020-06-10,73304.76210098992
2020-06-11,73304.76210098992
2020-06-12,73304.76210098992
2020-06-15,73304.76210098992
2020-06-16,73304.76210098992
2020-06-17,73304.76210098992
2020-06-18,73304.76210098992
2020-06-19,73304.76210098992
2020-06-22,73304.76210098992
2020-06-23,73304.76210098992
2020-06-24,73304.76210098992
2020-06-25,73304.76210098992
2020-06-26,73304.76210098992
2020-06-29,73304.76210098992
2020-06-30,73304.76210098992
2020-07-01,73304.76210098992
2020-07-02,73304.76210098992
2020-07-06,73304.76210098992
2020-07-07,73304.76210098992
2020-07-08,73304.76210098992
2020-07-09,73304.76210098992
2020-07-10,73304.76210098992
2020-07-13,73304.76210098992
2020-07-14,73304.76210098992
2020-07-15,73304.76210098992
2020-07-16,73304.76210098992
2020-07-17,73304.76210098992
2020-07-20,73304.76210098992
2020-07-21,73304.76210098992
2020-07-22,73304.76210098992
2020-07-23,73304.76210098992
2020-07-24,73304.76210098992
2020-07-27,73304.76210098992
2020-07-28,73304.76210098992
2020-07-29,73304.76210098992
2020-07-30,73304.76210098992
2020-07-31,73304.76210098992
2020-08-03,73304.76210098992
2020-08-04,73304.76210098992
2020-08-05,73304.76210098992
2020-08-06,73304.76210098992
2020-08-07,73304.76210098992
2020-08-10,73304.76210098992
2020-08-11,73304.76210098992
2020-08-12,73304.76210098992
2020-08-13,73322.38115088626
2020-08-14,74097.70517329116
2020-08-17,79050.79773780357
2020-08-18,78562.20321529509
2020-08-19,77778.87276311821
2020-08-20,77794.90401415474
2020-08-21,81271.04324464509
2020-08-24,81506.49726321475
2020-08-25,81697.14347535002
2020-08-26,81844.50837493545
2020-08-27,80917.00701238541
2020-08-28,84245.7690822953
2020-08-31,85698.70925749897
2020-09-01,88586.19198482383
2020-09-02,91954.4099368259
2020-09-03,83423.30766439527
2020-09-04,80904.36592648206
2020-09-08,76356.79964296959
2020-09-09,81497.2340814495
2020-09-10,78912.6040625205
2020-09-11,78912.6040625205
2020-09-14,78912.6040625205
2020-09-15,78912.6040625205
2020-09-16,78912.6040625205
2020-09-17,78912.6040625205
2020-09-18,78912.6040625205
2020-09-21,78912.6040625205
2020-09-22,78912.6040625205
2020-09-23,78912.6040625205
2020-09-24,78912.6040625205
2020-09-25,78912.6040625205
2020-09-28,78912.6040625205
2020-09-29,78912.6040625205
2020-09-30,78912.6040625205
2020-10-01,78912.6040625205
2020-10-02,78912.6040625205
2020-10-05,78912.6040625205
2020-10-06,78912.6040625205
2020-10-07,78912.6040625205
2020-10-08,78912.6040625205
2020-10-09,78912.6040625205
2020-10-12,78912.6040625205
2020-10-13,78912.6040625205
2020-10-14,78912.6040625205
2020-10-15,78912.6040625205
2020-10-16,78912.6040625205
2020-10-19,78912.6040625205
2020-10-20,78912.6040625205
2020-10-21,78912.6040625205
2020-10-22,78912.6040625205
2020-10-23,78912.6040625205
2020-10-26,78912.6040625205
2020-10-27,78912.6040625205
2020-10-28,78912.6040625205
2020-10-29,78912.6040625205
2020-10-30,78912.6040625205
2020-11-02,78912.6040625205
2020-11-03,78912.6040625205
2020-11-04,78912.6040625205
2020-11-05,78912.6040625205
2020-11-06,78912.6040625205
2020-11-09,78912.6040625205
2020-11-10,78912.6040625205
2020-11-11,78912.6040625205
2020-11-12,78912.6040625205
2020-11-13,78912.6040625205
2020-11-16,78912.6040625205
2020-11-17,78912.6040625205
2020-11-18,78912.6040625205
2020-11-19,78912.6040625205
2020-11-20,78912.6040625205
2020-11-23,78912.6040625205
2020-11-24,78912.6040625205
2020-11-25,78912.6040625205
2020-11-27,78912.6040625205
2020-11-30,78912.6040625205
2020-12-01,78912.6040625205
2020-12-02,78912.6040625205
2020-12-03,78912.6040625205
2020-12-04,78912.6040625205
2020-12-07,78912.6040625205
2020-12-08,78912.6040625205
2020-12-09,78912.6040625205
2020-12-10,78912.6040625205
2020-12-11,78912.6040625205
2020-12-14,78912.6040625205
2020-12-15,78912.6040625205
2020-12-16,78912.6040625205
2020-12-17,78912.6040625205
2020-12-18,78912.6040625205
2020-12-21,78912.6040625205
2020-12-22,78912.6040625205
2020-12-23,78912.6040625205
2020-12-24,78912.6040625205
2020-12-28,78912.6040625205
2020-12-29,78912.6040625205
2020-12-30,78912.6040625205
2020-12-31,78912.6040625205
2021-01-04,78912.6040625205
2021-01-05,78912.6040625205
2021-01-06,78912.6040625205
2021-01-07,78912.6040625205
2021-01-08,78912.6040625205
2021-01-11,78912.6040625205
2021-01-12,78912.6040625205
2021-01-13,78912.6040625205
2021-01-14,78912.6040625205
2021-01-15,78912.6040625205
2021-01-19,78912.6040625205
2021-01-20,78912.6040625205
2021-01-21,78912.6040625205
2021-01-22,78912.6040625205
2021-01-25,78912.6040625205
2021-01-26,78912.6040625205
2021-01-27,78912.6040625205
2021-01-28,78912.6040625205
2021-01-29,78912.6040625205
2021-02-01,78912.6040625205
2021-02-02,78912.6040625205
