date,open,high,low,close,volume,ATR,MACD,RSI,OBV,VWAP,PSAR,ADX,CCI,WILLR,ROC,MFI,STOCH,BBU,BBL,signal,confidence,rationale,score,expires,vol_avg20,strong_signal,confirm_count,confirm_ok,pos,returns,trade_cost,strategy_returns,equity_curve
2020-01-02,5.943284736428357,5.972160816192627,5.892751478140193,5.972160816192627,237536000.0,0.1217461238946902,0.1843179986991296,69.96612504499228,13380292000.0,5.945691036841815,5.72870419029771,28.474220460224664,83.25727917573545,-7.310672577530852,7.107437974123238,85.469696,79.32046452417264,,,Strong Buy,0.8999999999999999,MACD bullish; OBV rising (bullish volume); Price above VWAP (bullish); Price above PSAR (bullish); Strong trend (ADX > 25); WILLR overbought; ROC strong up; MFI overbought; Near resistance,2,2020-01-03,297190000.0,True,2,True,0,0.0,0.0,0.0,100000.0
2020-01-03,5.852423182311676,5.920382166163585,5.827529752066853,5.876569747924805,205384000.0,0.1233807624943926,0.1757967058893417,63.19137479646177,13174908000.0,5.874827222051748,5.72870419029771,27.78816354006298,57.99016923109865,-28.71471023143613,4.850083997065846,80.11748,80.10347303839195,,,Hold,0.5,MACD bullish; OBV falling (bearish volume); STOCH overbought; Price above VWAP (bullish); Price above PSAR (bullish); Strong trend (ADX > 25); MFI overbought,0,2020-01-04,293788000.0,False,2,True,0,-0.016006110888481362,0.0,-0.0,100000.0
2020-01-06,5.783221354213032,5.906443132361434,5.75708345882432,5.901215553283691,262636000.0,0.1252363990098488,0.1690831452164083,64.1550784047022,13437544000.0,5.854914048156481,,26.51796669469276,46.864598625649776,-27.87562554706048,3.841597031962321,72.968666,78.69966388132418,,,Buy,0.7,MACD bullish; OBV rising (bullish volume); Price above VWAP (bullish); Strong trend (ADX > 25),3,2020-01-07,297675600.0,False,2,True,0,0.004193910123774236,0.0,0.0,100000.0
2020-01-07,5.929593548989243,6.018462860706855,5.88453666408317,5.972659111022949,314856000.0,0.1258570988432613,0.1675955607456858,66.8634365686694,13752400000.0,5.958552878604325,5.75708345882432,26.06640753645087,76.77196337049816,-11.541006204322557,4.540095569889759,73.04667,77.28955267239361,,,Buy,0.7999999999999999,MACD bullish; OBV rising (bullish volume); Price above VWAP (bullish); Price above PSAR (bullish); Strong trend (ADX > 25); WILLR overbought; Near resistance,2,2020-01-08,301806600.0,False,2,True,0,0.012106583312230246,0.0,0.0,100000.0
2020-01-08,5.9684279819120185,6.025184964493922,5.928349873697572,5.983861923217773,277108000.0,0.1237840982565333,0.1654138250448982,67.28090952746874,14029508000.0,5.9791322538030895,5.75708345882432,25.688513405703976,81.28680220679735,-13.08117789954293,2.089533394217382,72.86472,82.50073011635801,,,Buy,0.7999999999999999,MACD bullish; OBV rising (bullish volume); STOCH overbought; Price above VWAP (bullish); Price above PSAR (bullish); Strong trend (ADX > 25); WILLR overbought; Near resistance,1,2020-01-09,305068000.0,False,2,True,0,0.0018756825036521096,0.0,0.0,100000.0
2020-01-09,6.070241617025367,6.122019814933287,5.995810576233439,6.049580097198486,255112000.0,0.1248107977948127,0.1670619055393825,69.6930687084199,14284620000.0,6.0558034961217375,5.767807519051104,25.9107767050517,113.5393394342606,-18.417706594269912,1.5248465970713505,72.380844,85.6533697672882,,,Hold,0.5,MACD bullish; OBV rising (bullish volume); STOCH overbought; Price below VWAP (bearish); Price above PSAR (bullish); Strong trend (ADX > 25); CCI overbought; WILLR overbought,-1,2020-01-10,305004200.0,False,2,True,0,0.01098256858596991,0.0,0.0,100000.0
2020-01-10,6.1568692700088326,6.187239077952757,6.067751168887327,6.081940174102783,316296000.0,0.1257285251536208,0.1690307279529035,70.83331976240233,14600916000.0,6.112310140314289,5.789060256804035,26.465214460180142,137.96687044123317,-22.96420767206474,2.3029641243707304,71.5911,81.84563594470748,,,Hold,0.5,MACD bullish; RSI overbought; OBV rising (bullish volume); STOCH overbought; Price below VWAP (bearish); Price above PSAR (bullish); Strong trend (ADX > 25); CCI overbought; Near resistance,-2,2020-01-11,309129200.0,False,2,True,0,0.005349144301648678,0.0,0.0,100000.0
2020-01-13,6.165084512194976,6.2977657695348,6.142431197700387,6.272623538970947,319840000.0,0.1321640302032058,0.1838581851273062,76.45478076216402,14920756000.0,6.237606835402045,5.820914562495933,27.506085977348,191.0306759381681,-4.418191542215855,5.598865682645452,69.4898,84.7332980638165,,,Strong Buy,0.8999999999999999,MACD bullish; RSI overbought; OBV rising (bullish volume); STOCH overbought; Price above VWAP (bullish); Price above PSAR (bullish); Strong trend (ADX > 25); CCI overbought; WILLR overbought; ROC strong up,1,2020-01-14,304903800.0,False,2,True,0,0.03135239075190244,0.0,0.0,100000.0
2020-01-14,6.229808071278928,6.255199578572625,6.1424324751511294,6.15562629699707,359088000.0,0.1320231040323599,0.1840467754611605,67.81795088080622,14561668000.0,6.1844194502402745,5.868599683199819,28.47260952726976,152.43863142126224,-24.97787194283764,3.3822692537532406,59.37389,82.5465762809606,,,Hold,0.5,SMA crossed below EMA (bearish); MACD bullish; OBV falling (bearish volume); STOCH overbought; Price below VWAP (bearish); Price above PSAR (bullish); Strong trend (ADX > 25); CCI overbought,-3,2020-01-15,300123000.0,False,2,True,0,-0.018652042681501446,0.0,-0.0,100000.0
2020-01-15,6.168320861336342,6.190724906446036,6.087168515681725,6.113057613372803,263104000.0,0.1299897673622653,0.1787013398443111,64.94331113958867,14298564000.0,6.1303170118335215,5.911516291833317,28.76069363084231,114.461626923201,-32.45837759942002,3.672896281017032,57.28481,79.38185297184218,,,Hold,0.5,MACD bullish; OBV falling (bearish volume); Price below VWAP (bearish); Price above PSAR (bullish); Strong trend (ADX > 25); CCI overbought,-1,2020-01-16,297229400.0,False,2,True,0,-0.006915410645547793,0.0,-0.0,100000.0
2020-01-16,6.166578602901696,6.202674063235496,6.1431788952956,6.196699619293213,284192000.0,0.1271059589587831,0.1791491347496121,67.8288336748205,14582756000.0,6.18085085927477,5.950141239603465,29.095164300841034,129.05369666265972,-17.760143001936846,7.149602879085405,58.51976,74.93453581860184,,,Strong Buy,0.8999999999999999,MACD bullish; OBV rising (bullish volume); Price above VWAP (bullish); Price above PSAR (bullish); Strong trend (ADX > 25); CCI overbought; WILLR overbought; ROC strong up,3,2020-01-17,295379200.0,False,2,True,0,0.013682515561024067,0.0,0.0,100000.0
2020-01-17,6.215867068635991,6.223335241855224,6.157865633561391,6.205411911010742,253792000.0,0.1227033624676096,0.1781533832625763,68.12315488526706,14836548000.0,6.195537595475787,5.984903692596599,29.52560557913124,117.95530066125242,-16.22915021742847,5.941355260852774,65.140656,77.85077639373823,,,Strong Buy,0.8999999999999999,MACD bullish; OBV rising (bullish volume); Price above VWAP (bullish); Price above PSAR (bullish); Strong trend (ADX > 25); CCI overbought; WILLR overbought; ROC strong up,3,2020-01-18,290891400.0,True,2,True,0,0.0014059567596924616,0.0,0.0,100000.0
2020-01-21,6.16881898850275,6.205661312431895,6.137951108313541,6.172055244445801,217916000.0,0.1187752797158622,0.1726820674340761,65.64685301825516,14618632000.0,6.171889221730413,6.016189900290419,29.679155921322074,90.84718306606368,-22.090847401353773,3.347103911053262,65.57386,81.30661979309365,,,Buy,0.7,MACD bullish; OBV falling (bearish volume); STOCH overbought; Price above VWAP (bullish); Price above PSAR (bullish); Strong trend (ADX > 25),1,2020-01-22,279519200.0,False,2,True,0,-0.005375415370211578,0.0,-0.0,100000.0
2020-01-22,6.217360633951535,6.312701982997386,6.198441642138301,6.226073265075684,239240000.0,0.1203375267801785,0.1707366670211492,67.69481447139799,14857872000.0,6.245738963403791,6.044347487214857,30.44952007092394,114.3702338247912,-15.59140204164956,5.947406942192751,65.79727,82.02953344652273,,,Hold,0.5,MACD bullish; OBV rising (bullish volume); STOCH overbought; Price below VWAP (bearish); Price above PSAR (bullish); Strong trend (ADX > 25); CCI overbought; WILLR overbought; ROC strong up; Near resistance,-1,2020-01-23,261329000.0,False,2,True,0,0.008752031291115347,0.0,0.0,100000.0
2020-01-23,6.266151901673398,6.302993749399397,6.177282588572863,6.294529914855957,244516000.0,0.120721357784544,0.1727277052325684,70.12544192236479,15102388000.0,6.258268750942738,6.076550026708761,30.897436752751258,106.13847241729836,-3.270601563991216,6.664971954013923,65.97051,86.34904966433515,,,Hold,0.5,MACD bullish; RSI overbought; OBV rising (bullish volume); STOCH overbought; Price above VWAP (bullish); Price above PSAR (bullish); Strong trend (ADX > 25); CCI overbought; WILLR overbought; ROC strong up; Near resistance,0,2020-01-24,255801800.0,False,2,True,0,0.010995156475956058,0.0,0.0,100000.0
2020-01-24,6.410034523672277,6.45982138950539,6.181015795484885,6.235283374786377,373512000.0,0.1320130889730594,0.1675930088373025,65.53008819747143,14728876000.0,6.292040186592217,6.104888261463396,32.106288299593544,109.34802641615944,-31.951884894187867,4.397107869068515,72.503456,83.06203716672378,,,Hold,0.5,SMA crossed above EMA (bullish); MACD bullish; OBV falling (bearish volume); STOCH overbought; Price below VWAP (bearish); Price above PSAR (bullish); Strong trend (ADX > 25); CCI overbought; Bearish engulfing; Near resistance,-3,2020-01-25,267534200.0,False,2,True,0,-0.009412385177445914,0.0,-0.0,100000.0
2020-01-27,5.930589397272543,6.030411937538711,5.780980460009184,5.9793806076049805,470536000.0,0.1550337908707402,0.1412463107600201,50.2216473074712,14258340000.0,5.930257668384292,,29.83076008040023,-59.035733766356906,-70.77369101137778,-0.074890023705346,68.96652,64.66794084348106,,,Hold,0.5,MACD bullish; OBV falling (bearish volume); Price above VWAP (bullish); Strong trend (ADX > 25),1,2020-01-28,281918400.0,False,2,True,0,-0.0410410805411332,0.0,-0.0,100000.0
2020-01-28,6.045347340574895,6.20516262639807,5.99207542036625,6.172801494598389,310976000.0,0.1600872357334516,0.1344242527016801,58.17483056996758,14569316000.0,6.12334651378757,,28.63232126013797,26.7329930898184,-42.28087648162436,2.036858681430885,69.00047,51.66451587093667,,,Buy,0.7,MACD bullish; OBV rising (bullish volume); Price above VWAP (bullish); Strong trend (ADX > 25),3,2020-01-29,284735000.0,False,2,True,0,0.03234798044924636,0.0,0.0,100000.0
2020-01-29,6.158362951782948,6.194458405742976,6.072480632029588,6.112310409545898,258848000.0,0.1573651312978874,0.1227219354415085,55.20422186385005,14310468000.0,6.126416482439488,,27.519485213703167,22.67846050445441,-51.19181311259371,0.4993511046431083,68.91455,45.251206464801385,,,Hold,0.5,MACD bullish; OBV falling (bearish volume); Price below VWAP (bearish); Strong trend (ADX > 25),-1,2020-01-30,284774600.0,False,2,True,0,-0.009799616123315147,0.0,-0.0,100000.0
2020-01-30,6.014480793841913,6.132475478552702,5.959466810133274,6.119032859802246,290504000.0,0.158482526808688,0.1126911765208955,55.47631795387205,14600972000.0,6.070325049496074,,25.755245004435167,-15.784692508512796,-50.201529533002144,-2.448587552153631,62.3566,52.108593624259925,,,Buy,0.7,MACD bullish; OBV rising (bullish volume); Price above VWAP (bullish); Strong trend (ADX > 25),3,2020-01-31,287749600.0,False,2,True,0,0.0010998214759918579,0.0,0.0,100000.0
2020-01-31,6.073228585504566,6.085177473421294,5.843712223081829,5.885532855987549,370420000.0,0.166828106102794,0.0849213089537617,45.20520245772089,14230552000.0,5.938140850830224,,24.38082193443361,-95.1462198355999,-84.5983953772562,-4.387749157892878,54.319454,38.00275399238265,,,Buy,0.7,MACD bullish; OBV falling (bearish volume); Price below VWAP (bearish); WILLR oversold; Near support,1,2020-02-01,294393800.0,False,2,True,0,-0.038159625739000114,0.0,-0.0,100000.0
2020-02-03,5.867360888297709,6.0020339655297725,5.861137647487947,5.982617378234863,255564000.0,0.1649758355239817,0.0699411602533288,49.39997578665201,14486116000.0,5.948596330417527,,23.104571941734505,-94.86371466233912,-70.2968826032158,-2.133796921079085,53.47376,31.63439749550862,,,Buy,0.7,MACD bullish; OBV rising (bullish volume); Price above VWAP (bullish),3,2020-02-04,296902800.0,False,2,True,0,0.016495451579808362,0.0,0.0,100000.0
2020-02-04,6.124507929724017,6.171058538803068,6.074472268619914,6.151890277862549,271544000.0,0.1666519301725427,0.0709107775067279,55.759329622097816,14757660000.0,6.132473695095176,,22.002728940209483,13.740066504197438,-45.36130605315283,-0.72311624225179,61.294643,33.24780532212506,,,Buy,0.7,MACD bullish; OBV rising (bullish volume); Price above VWAP (bullish),3,2020-02-05,297348200.0,False,2,True,0,0.028294120938355594,0.0,0.0,100000.0
2020-02-05,6.272873344564743,6.283079706340834,6.158861788223002,6.242254734039307,208220000.0,0.164118894333667,0.0780709097221317,58.740463622684494,14965880000.0,6.22806540953438,,21.55224981426285,78.34376519493837,-32.04972564449646,0.5937208288009275,67.31121,50.7640285663783,,,Buy,0.7,MACD bullish; OBV rising (bullish volume); Price above VWAP (bullish); Near resistance,2,2020-02-06,292016400.0,False,2,True,0,0.014688892697246603,0.0,0.0,100000.0
2020-02-06,6.27660891119468,6.3291335105896,6.195456543902042,6.3291335105896,218284000.0,0.1619444709275266,0.0897215036359657,61.431347780401495,15184164000.0,6.284574521693745,,21.3568986965838,110.83202132550018,-19.25162040726968,2.544991253685759,66.79557,67.77911596502702,,,Hold,0.5,MACD bullish; OBV rising (bullish volume); Price above VWAP (bullish); CCI overbought; WILLR overbought; Near resistance,0,2020-02-07,289075200.0,False,2,True,0,0.013917851842306206,0.0,0.0,100000.0
2020-02-07,6.289054462394148,6.311209713455725,6.237525057584864,6.262916564941406,189752000.0,0.1569204696412194,0.0925447310821514,58.30992038257894,14994412000.0,6.270550445327332,,21.17550123025987,90.46911815237762,-29.00603307907712,0.5917582125541337,61.310238,73.23087362305225,,,Hold,0.5,MACD bullish; OBV falling (bearish volume); Price below VWAP (bearish),-1,2020-02-08,285807200.0,False,2,True,0,-0.010462245035185669,0.0,-0.0,100000.0
2020-02-10,6.285568221166267,6.546948095887716,6.280589439315649,6.546201705932617,529608000.0,0.1659998311732613,0.1163002654728249,66.21824867024056,15524020000.0,6.457913080378661,5.780980460009184,22.051951316826976,199.0511088835206,-0.0974440590094549,3.998261895343131,69.54514,83.88163415154793,,,Hold,0.5,SMA crossed below EMA (bearish); MACD bullish; OBV rising (bullish volume); STOCH overbought; Price above VWAP (bullish); Price above PSAR (bullish); CCI overbought; WILLR overbought,0,2020-02-11,296472800.0,False,2,True,0,0.04523214353149552,0.0,0.0,100000.0
2020-02-11,6.654487370839691,6.783434777596909,6.592502820899374,6.668676376342773,638556000.0,0.1710879197850972,0.1433568514187735,68.95972611357189,16162576000.0,6.681537991613019,5.796299812726755,23.64043167129221,275.9857682816223,-11.447743726645507,6.95065445315458,72.47121,86.48292637842265,,,Hold,0.5,MACD bullish; OBV rising (bullish volume); STOCH overbought; Price below VWAP (bearish); Price above PSAR (bullish); CCI overbought; WILLR overbought; ROC strong up,0,2020-02-12,312408600.0,False,2,True,0,0.018709272324921145,0.0,0.0,100000.0
2020-02-12,6.721450291927362,6.790903015050795,6.682616649102157,6.784430503845215,374644000.0,0.1675978282761946,0.1721552824715626,71.32801746689448,16537220000.0,6.752650055999388,5.835785211321561,25.13737946023127,239.0785481617728,-0.6408918360392368,13.46376738781802,73.39294,95.93797345943528,,,Strong Buy,0.8999999999999999,MACD bullish; RSI overbought; OBV rising (bullish volume); STOCH overbought; Price above VWAP (bullish); Price above PSAR (bullish); Strong trend (ADX > 25); CCI overbought; WILLR overbought; ROC strong up,1,2020-02-13,313186400.0,False,2,True,0,0.017357886478504225,0.0,0.0,100000.0
2020-02-13,6.726430174625478,6.807831322493325,6.699047345448062,6.74061918258667,528016000.0,0.1633968388987594,0.1892613520282351,69.17670254450282,16009204000.0,6.749165950176018,5.893092279545315,26.57993407968751,191.46701423507943,-6.545462672549762,9.198703189875124,62.96155,93.7886339215885,,,Hold,0.5,MACD bullish; OBV falling (bearish volume); STOCH overbought; Price below VWAP (bearish); Price above PSAR (bullish); Strong trend (ADX > 25); CCI overbought; WILLR overbought; ROC strong up; Near resistance,-3,2020-02-14,326432000.0,False,2,True,0,-0.006457626949485928,0.0,-0.0,100000.0
2020-02-14,7.150862165228814,7.342789830303132,7.119496687612803,7.213842391967773,1041924000.0,0.1947378252691856,0.2382567183605513,77.18211336384239,17051128000.0,7.22537630329457,5.966271402981156,29.134550196350304,261.79643978101745,-8.601785372164683,18.021532098591685,75.65579,94.73728670641545,,,Hold,0.5,MACD bullish; RSI overbought; OBV rising (bullish volume); STOCH overbought; Price below VWAP (bearish); Price above PSAR (bullish); Strong trend (ADX > 25); CCI overbought; WILLR overbought; ROC strong up,-1,2020-02-15,364318600.0,False,2,True,0,0.07020470917621346,0.0,0.0,100000.0
2020-02-18,7.11053409323562,7.401039827252744,7.091117506539812,7.382618427276611,620164000.0,0.2029652892358653,0.2873918404591045,79.25184239868915,17671292000.0,7.29159192035639,6.103923245713354,31.601385303693352,206.9401422811797,-1.182885343250517,20.650086319608384,77.314354,94.55662220401167,,,Strong Buy,0.8999999999999999,MACD bullish; RSI overbought; OBV rising (bullish volume); STOCH overbought; Price above VWAP (bullish); Price above PSAR (bullish); Strong trend (ADX > 25); CCI overbought; WILLR overbought; ROC strong up,1,2020-02-19,382637200.0,False,2,True,1,0.023396135670604723,0.0015,0.0,100000.0
2020-02-19,7.505093939279053,7.8516093193598975,7.505093939279053,7.833934783935547,694332000.0,0.2219671180244324,0.3586153424582949,83.54903193461583,18365624000.0,7.730212680858166,6.259577235498081,34.48046671887194,225.10201787740831,-0.8802510575423916,33.104936725751585,79.34697,96.4450260756808,,,Strong Buy,0.8999999999999999,MACD bullish; RSI overbought; OBV rising (bullish volume); STOCH overbought; Price above VWAP (bullish); Price above PSAR (bullish); Strong trend (ADX > 25); CCI overbought; WILLR overbought; ROC strong up,1,2020-02-20,406458000.0,True,2,True,1,0.061132288104103205,0.0,0.061132288104103205,106113.22881041032
2020-02-20,7.785890399721732,7.874261646645899,7.377141689610496,7.684574604034424,810052000.0,0.241620892252709,0.3984156747737151,77.80581198909985,17555572000.0,7.645325980096939,6.482461727238735,36.357566588718974,167.6224855594239,-9.34166095196698,28.448371644013,71.81007,96.19840088241337,,,Hold,0.5,MACD bullish; RSI overbought; OBV falling (bearish volume); STOCH overbought; Price above VWAP (bullish); Price above PSAR (bullish); Strong trend (ADX > 25); CCI overbought; WILLR overbought; ROC strong up,-1,2020-02-21,434998600.0,False,2,True,1,-0.019065793119366403,0.0,-0.019065793119366403,104090.09594268304
2020-02-21,7.572304872082457,7.597447102443904,7.235497839172956,7.32038402557373,768180000.0,0.2564391688768668,0.3960056818698581,65.90884424048629,16787392000.0,7.38444298906353,6.705149714343881,37.27651254446515,110.49792662036856,-27.51333853770782,18.99406027958564,66.83287,87.42158315092759,,,Hold,0.5,MACD bullish; OBV falling (bearish volume); STOCH overbought; Price below VWAP (bearish); Price above PSAR (bullish); Strong trend (ADX > 25); CCI overbought; ROC strong up,-1,2020-02-22,461181800.0,False,2,True,1,-0.047392418868507424,0.0,-0.047392418868507424,99157.01451570427
2020-02-24,6.725932667534307,7.016687229876197,6.671416276120742,6.802853107452393,856916000.0,0.2844769246485498,0.3483201078429712,53.41071727121955,15930476000.0,6.830318871149776,,35.62130096649508,32.1623209094457,-59.52966231907819,8.980703244231877,58.721302,67.87177939708234,,,Hold,0.5,MACD bullish; OBV falling (bearish volume); Price below VWAP (bearish); Strong trend (ADX > 25); ROC strong up,0,2020-02-25,485352000.0,False,2,True,1,-0.07069723614407997,0.0,-0.07069723614407997,92146.88764514557
2020-02-25,6.878031105595312,6.940015672208706,6.4214872434165775,6.523301124572754,1055496000.0,0.3011948892392288,0.2846897123746066,48.10435834671246,14874980000.0,6.628268013399346,,33.26147038232776,0.4716475894339921,-78.75484630826486,3.0678388069754328,50.698036,44.73405094498304,,,Hold,0.5,SMA crossed above EMA (bullish); MACD bullish; OBV falling (bearish volume); Price below VWAP (bearish); Strong trend (ADX > 25); Bearish engulfing,-1,2020-02-26,514600000.0,False,2,True,1,-0.04109334399318354,0.0,-0.04109334399318354,88360.26389324236
2020-02-26,6.523549714324081,6.856871772437385,6.52205645930819,6.662703514099121,747732000.0,0.3035963480897119,0.2427129297633241,50.7329153554628,15622712000.0,6.680543915281565,,31.07019912605932,4.159333619412874,-72.16788479893195,6.383398932625811,53.570923,29.84920219124167,,,Buy,0.7,MACD bullish; OBV rising (bullish volume); Price below VWAP (bearish); Strong trend (ADX > 25); ROC strong up,2,2020-02-27,536437800.0,False,2,True,1,0.021369914842847004,0.0,0.021369914842847004,90248.51520813243
2020-02-27,6.349107430692061,6.650497244630858,6.19940901819961,6.291818618774414,906416000.0,0.3150033586528467,0.1774729183495127,44.3034136367862,14716296000.0,6.380574960534961,,29.628506185213283,-44.0172864301596,-94.4825234766757,-3.8859646950332087,48.068405,18.198248472042504,,,Buy,0.7,MACD bullish; OBV falling (bearish volume); STOCH oversold; Price below VWAP (bearish); Strong trend (ADX > 25); WILLR oversold,1,2020-02-28,568816200.0,False,2,True,1,-0.05566582612296467,0.0,-0.05566582612296467,85224.7570527008
2020-02-28,6.039249729650356,6.786496655836593,6.022561355591224,6.72696590423584,1133252000.0,0.3470699259232691,0.1590490698615454,51.99102997821706,15849548000.0,6.512007971887885,,28.74766461067501,-28.497586583770904,-61.95904099343164,0.8740794215153304,54.01453,23.79685024365358,,,Buy,0.7999999999999999,MACD bullish; OBV rising (bullish volume); Price above VWAP (bullish); Strong trend (ADX > 25); Bullish engulfing,4,2020-02-29,610953600.0,False,2,True,1,0.06916081213196001,0.0,0.06916081213196001,91118.97046421458
2020-03-02,6.897088786752712,6.914275525682535,6.501047905140563,6.885381698608398,890744000.0,0.351795475540781,0.1554390631059741,54.45562062352465,16740292000.0,6.766901709810498,,27.4856415849166,6.614606120887034,-53.40388791937074,1.487983327502101,55.578247,30.051515870173976,,,Buy,0.7,MACD bullish; OBV rising (bullish volume); Price above VWAP (bullish); Strong trend (ADX > 25),3,2020-03-03,636969800.0,False,2,True,1,0.023549367817191857,0.0,0.023549367817191857,93264.76461480021
