date,open,high,low,close,volume,SMA30,SMA100,EMA10,EMA20,EMA30,EMA100,MACD,RSI,BBL,BBM,BBU,BBB,BBP,ATR,OBV,STOCH,K,D,J,VWAP,PSAR,ADX,DMIp,DMIm,CCI,WILLR,ROC,MFI,STDDEV,ROLLING_STD,KCLe,KCBe,KCUe,DCL,DCM,DCU,ULCER,HVOL,VAR,SR_High_1,SR_High_2,SR_High_3,SR_Low_1,SR_Low_2,SR_Low_3,chart_pattern,candle_pattern
2023-07-12 17:30:00,0.78354502,0.79345000,0.78119999,0.78670001,17012,0.74869473,0.68748925,0.77204241,0.75898700,0.74698295,0.70685326,0.01762732,60.47686447,0.72841789,0.76040010,0.79238232,8.41194345,0.91116459,0.02653644,2358825.00000000,62.67192462,62.67192462,71.95509547,44.10558291,0.78523534,0.66673203,33.56744716,32.74020422,12.45085516,149.25277968,-39.36362698,4.79552551,68.24489524,0.01640653,0.01640653,0.70866629,0.75898700,0.80930770,0.72000003,0.77500000,0.82999998,1.79336730,31.89486356,0.00026917,2.66499996,3.79959989,4.87900019,0.10120000,0.13130000,0.13500001,,Spinning Top
2023-07-12 18:30:00,0.78969997,0.80000001,0.78340000,0.79567701,30307,0.75255397,0.68880602,0.77633961,0.76248128,0.75012450,0.70861215,0.01842919,61.88418813,0.72777444,0.76274395,0.79771347,9.16939778,0.97088239,0.02606326,2389132.00000000,61.48299897,61.48299897,65.81287233,52.82325224,0.78625836,0.66999739,34.53798174,33.05362338,11.86994835,152.29374990,-31.20271418,5.92079191,71.11857762,0.01793898,0.01793898,0.71379112,0.76248128,0.81117145,0.72000003,0.77500000,0.82999998,1.79522846,32.04309275,0.00032181,2.66499996,3.79959989,4.87900019,0.10120000,0.13130000,0.13500001,,
2023-07-12 19:30:00,0.79764998,0.79769999,0.78500003,0.79759997,14911,0.75452097,0.69005751,0.78020513,0.76582592,0.75318744,0.71037428,0.01900081,62.18702709,0.72654231,0.76462395,0.80270560,9.96088242,0.93296470,0.02542688,2404043.00000000,65.97929808,65.97929808,63.37807389,71.18174647,0.78669379,0.67319744,35.43919233,31.83006824,11.43055518,129.38673000,-29.45456793,6.51709286,70.15821739,0.01953547,0.01953547,0.71935388,0.76582592,0.81229797,0.72000003,0.77500000,0.82999998,1.79437741,31.97091707,0.00038163,2.66499996,3.79959989,4.87900019,0.10120000,0.13130000,0.13500001,,Doji
2023-07-13 13:30:00,0.79000002,0.83499998,0.79000002,0.82249999,97684,0.75772930,0.69153501,0.78789511,0.77122345,0.75765921,0.71259459,0.02121846,65.87354610,0.72323804,0.76824395,0.81324987,11.71656883,1.10276563,0.02635897,2501727.00000000,75.66457838,75.66457838,67.70895848,91.57581819,0.81583333,0.67633349,37.08002816,38.14964597,10.01579063,177.95737228,-10.86956125,8.22368432,72.55606515,0.02308755,0.02308755,0.72060590,0.77122345,0.82184101,0.72000003,0.77750001,0.83499998,1.22820000,33.16446886,0.00053303,2.66499996,3.79959989,4.87900019,0.10120000,0.13130000,0.13500001,,Bullish Engulfing
2023-07-13 14:30:00,0.81400001,0.81950003,0.81199998,0.81199998,9811,0.76046263,0.69290901,0.79227781,0.77510693,0.76116507,0.71456302,0.02187652,63.14763276,0.72269968,0.77108895,0.81947822,12.55089262,0.92272830,0.02560375,2491916.00000000,78.20756366,78.20756366,73.28381337,88.05506423,0.81571164,0.68268015,38.60366130,36.99892965,9.71368210,142.67120443,-20.00000870,8.25222748,70.15796036,0.02482317,0.02482317,0.72731009,0.77510693,0.82290377,0.72000003,0.77750001,0.83499998,1.27470874,33.14768333,0.00061619,2.66499996,3.79959989,4.87900019,0.10120000,0.13130000,0.13500001,,Spinning Top
2023-07-13 15:30:00,0.81788802,0.81788802,0.80949998,0.81250000,12603,0.76454930,0.69433401,0.79595457,0.77866818,0.76447700,0.71650236,0.02218267,63.22372768,0.72262283,0.77381395,0.82500506,13.23085870,0.87785904,0.02478392,2504519.00000000,80.33138731,80.33138731,78.06784312,84.85847569,0.81545814,0.68877294,39.83417239,36.06310110,10.22184306,118.98746294,-19.56520851,7.60164074,63.99213766,0.02626049,0.02626049,0.73382570,0.77866818,0.82351066,0.72000003,0.77750001,0.83499998,1.31547202,33.14774625,0.00068961,2.66499996,3.79959989,4.87900019,0.10120000,0.13130000,0.13500001,,
2023-07-13 16:30:00,0.81375003,0.81950003,0.81000000,0.81950003,17420,0.76741930,0.69573501,0.80023557,0.78255692,0.76802687,0.71854192,0.02272815,64.30709082,0.72397004,0.77738895,0.83080786,13.74316102,0.89415895,0.02405609,2521939.00000000,78.59650903,78.59650903,79.04515333,77.69922043,0.81556901,0.69462202,41.01207283,35.49165930,9.91593565,111.82992214,-13.47822325,8.11345757,67.22876578,0.02740332,0.02740332,0.74017563,0.78255692,0.82493822,0.72219998,0.77859998,0.83499998,1.31907884,33.19468388,0.00075094,2.66499996,3.79959989,4.87900019,0.10120000,0.13130000,0.13500001,,
2023-07-13 17:30:00,0.81999999,0.85000002,0.81320000,0.82599998,70862,0.77085263,0.69707801,0.80492000,0.78669436,0.77176707,0.72066980,0.02341503,65.30361978,0.72417835,0.78078895,0.83739955,14.50087138,0.89931596,0.02466297,2592801.00000000,79.38732936,79.38732936,79.43840857,79.28517096,0.82038575,0.70023714,42.68479380,40.75123831,8.81538545,130.24916707,-18.77936814,10.42780038,75.59159614,0.02904063,0.02904063,0.74133985,0.78669436,0.83204887,0.72219998,0.78610000,0.85000002,1.11995408,32.63447821,0.00084336,2.66499996,3.79959989,4.87900019,0.10120000,0.13130000,0.13500001,,Spinning Top
2023-07-13 18:30:00,0.82200003,0.82599998,0.81879997,0.82010001,16818,0.77385930,0.69848501,0.80768001,0.78987585,0.77488533,0.72263872,0.02321568,63.61096250,0.72583018,0.78389395,0.84195771,14.81418910,0.81177846,0.02383137,2575983.00000000,78.19667592,78.19667592,78.72683810,77.13635155,0.82047892,0.70922291,44.23803460,39.82002869,8.61394441,98.54212100,-23.39593164,8.19261060,72.99745961,0.02978608,0.02978608,0.74746938,0.78987585,0.83228231,0.72219998,0.78610000,0.85000002,0.93551443,32.72755360,0.00088721,2.66499996,3.79959989,4.87900019,0.10120000,0.13130000,0.13500001,,Spinning Top
2023-07-13 19:30:00,0.82599998,0.82599998,0.80989999,0.80989999,15157,0.77583263,0.69988601,0.80808364,0.79178291,0.77714434,0.72436666,0.02198126,60.75247515,0.73643866,0.78824895,0.84005923,13.14566679,0.70894541,0.02346320,2560826.00000000,70.26858259,70.26858259,75.95086262,58.90402252,0.82015023,0.71766954,44.98626955,37.74310083,11.04791584,76.59773614,-31.37716545,6.84696156,69.89527795,0.02657812,0.02657812,0.75034849,0.79178291,0.83321733,0.72250003,0.78625002,0.85000002,1.01832120,33.19209954,0.00070640,2.66499996,3.79959989,4.87900019,0.10120000,0.13130000,0.13500001,Inverse Head and Shoulders,
