date,close,pos,returns,strategy_returns,equity_curve
2020-01-02,28.68400001525879,0,0.0,0.0,100000.0
2020-01-03,29.53400039672852,0,0.02963325829792085,0.0,100000.0
2020-01-06,30.1026668548584,0,0.01925463704513497,0.0,100000.0
2020-01-07,31.270666122436523,0,0.03880052465815398,0.0,100000.0
2020-01-08,32.80933380126953,0,0.04920482578812169,0.0,100000.0
2020-01-09,32.089332580566406,0,-0.021945011900097344,-0.0,100000.0
2020-01-10,31.87666702270508,0,-0.006627297633174156,-0.0,100000.0
2020-01-13,34.990665435791016,0,0.0976889588509331,0.0,100000.0
2020-01-14,35.861331939697266,0,0.024882822120200876,0.0,100000.0
2020-01-15,34.56666564941406,0,-0.03610201351305786,-0.0,100000.0
2020-01-16,34.232666015625,0,-0.009662477636014799,-0.0,100000.0
2020-01-17,34.03333282470703,0,-0.005822894156913949,-0.0,100000.0
2020-01-21,36.47999954223633,0,0.07189030619278935,0.0,100000.0
2020-01-22,37.97066879272461,0,0.04086264444061727,0.0,100000.0
2020-01-23,38.14666748046875,0,0.004635122144013071,0.0,100000.0
2020-01-24,37.654666900634766,0,-0.012897603180825445,-0.0,100000.0
2020-01-27,37.20133209228516,0,-0.012039272835579373,-0.0,100000.0
2020-01-28,37.79333114624024,0,0.015913383222044608,0.0,100000.0
2020-01-29,38.732666015625,0,0.024854513769903663,0.0,100000.0
2020-01-30,42.72066879272461,0,0.10296225866535558,0.0,100000.0
2020-01-31,43.37133407592773,0,0.015230690473505115,0.0,100000.0
2020-02-03,52.0,0,0.19894859376394924,0.0,100000.0
2020-02-04,59.137332916259766,0,0.13725640223576474,0.0,100000.0
2020-02-05,48.97999954223633,0,-0.1717583947927872,-0.0,100000.0
2020-02-06,49.93066787719727,0,0.01940931694254444,0.0,100000.0
2020-02-07,49.87133407592773,0,-0.001188323805631386,-0.0,100000.0
2020-02-10,51.41866683959961,0,0.031026496329857656,0.0,100000.0
2020-02-11,51.62533187866211,0,0.004019260937028868,0.0,100000.0
2020-02-12,51.15266799926758,0,-0.009155657933695438,-0.0,100000.0
2020-02-13,53.59999847412109,0,0.0478436525517798,0.0,100000.0
2020-02-14,53.33533477783203,0,-0.00493775566834842,-0.0,100000.0
2020-02-18,57.22666549682617,0,0.0729597130158357,0.0,100000.0
2020-02-19,61.16133117675781,0,0.06875580895325561,0.0,100000.0
2020-02-20,59.96066665649414,0,-0.019631105097986157,-0.0,100000.0
2020-02-21,60.06666564941406,0,0.0017678087791648256,0.0,100000.0
2020-02-24,55.58599853515625,0,-0.07459490327646512,-0.0,100000.0
2020-02-25,53.32733154296875,0,-0.040633739641448896,-0.0,100000.0
2020-02-26,51.91999816894531,0,-0.026390470576789893,-0.0,100000.0
2020-02-27,45.26666641235352,0,-0.12814583958462689,-0.0,100000.0
2020-02-28,44.53266525268555,0,-0.016215047800994253,-0.0,100000.0
2020-03-02,49.574668884277344,1,0.11322034293215233,0.0,100000.0
2020-03-03,49.70066833496094,1,0.0025416095259802596,0.0025416095259802596,100254.16095259803
2020-03-04,49.96666717529297,1,0.0053520173720666975,0.0053520173720666975,100790.72296363828
2020-03-05,48.30266571044922,1,-0.033302230445070524,-0.033302230445070524,97434.16708077794
2020-03-06,46.89866638183594,1,-0.029066704869448956,-0.029066704869448956,94602.07690204038
2020-03-09,40.53333282470703,1,-0.13572525720249962,-0.13572525720249962,81762.18568262031
2020-03-10,43.02199935913086,1,0.061398023823663106,0.061398023823663106,86782.2223070366
2020-03-11,42.28200149536133,1,-0.017200452670558586,-0.017200452670558586,85289.52879959853
2020-03-12,37.369998931884766,1,-0.11617242301113506,-0.11617242301113506,75381.23758147118
2020-03-13,36.44133377075195,1,-0.0248505535904755,-0.0248505535904755,73507.97209723646
