date,close,pos,returns,strategy_returns,equity_curve
2020-01-02,72.62083435058594,1,0.0,0.0,100000.0
2020-01-03,71.91482543945312,1,-0.009721850725708636,-0.009721850725708636,99027.81492742914
2020-01-06,72.48784637451172,0,0.007968050142053595,0.007968050142053595,99816.8735222289
2020-01-07,72.1469497680664,0,-0.004702810519215284,-0.0,99816.8735222289
2020-01-08,73.30751037597656,0,0.01608606616968644,0.0,99816.8735222289
2020-01-09,74.86463165283203,0,0.021240951559660992,0.0,99816.8735222289
2020-01-10,75.03388214111328,0,0.0022607536368590697,0.0,99816.8735222289
2020-01-13,76.63690948486328,0,0.021364046454843466,0.0,99816.8735222289
2020-01-14,75.60206604003906,0,-0.013503199069224148,-0.0,99816.8735222289
2020-01-15,75.278076171875,0,-0.004285463151132318,-0.0,99816.8735222289
2020-01-16,76.2210464477539,0,0.012526492756349317,0.0,99816.8735222289
2020-01-17,77.06489562988281,0,0.011071078415425983,0.0,99816.8735222289
2020-01-21,76.5426254272461,0,-0.006777018230778031,-0.0,99816.8735222289
2020-01-22,76.81584167480469,0,0.003569465327764254,0.0,99816.8735222289
2020-01-23,77.1857681274414,0,0.004815757330405734,0.0,99816.8735222289
2020-01-24,76.96333312988281,0,-0.002881813616097406,-0.0,99816.8735222289
2020-01-27,74.70021057128906,0,-0.029405204615742364,-0.0,99816.8735222289
2020-01-28,76.8134536743164,0,0.028289653896097056,0.0,99816.8735222289
2020-01-29,78.42129516601562,0,0.02093176930328311,0.0,99816.8735222289
2020-01-30,78.30767059326172,0,-0.001448899466826803,-0.0,99816.8735222289
2020-01-31,74.83562469482422,0,-0.044338515909529086,-0.0,99816.8735222289
2020-02-03,74.63006591796875,1,-0.0027468037808694445,-0.0,99816.8735222289
2020-02-04,77.09390258789062,1,0.03301399562784857,0.03301399562784857,103112.22734827727
2020-02-05,77.72254943847656,1,0.008154300528102842,0.008154300528102842,103953.03543819718
2020-02-06,78.63166809082031,1,0.011696974158875051,0.011696974158875051,105168.9714074544
2020-02-07,77.56285858154297,1,-0.013592608871566325,-0.013592608871566325,103739.45071368793
2020-02-10,77.93124389648438,1,0.004749506679851301,0.004749506679851301,104232.1619278167
2020-02-11,77.46105194091797,1,-0.006033420385166188,-0.006033420385166188,103603.28547725145
2020-02-12,79.30061340332031,1,0.023748211731044355,0.023748211731044355,106063.67823679706
2020-02-13,78.73587036132812,1,-0.007121546956010527,-0.007121546956010527,105308.34077190651
2020-02-14,78.75528717041016,1,0.000246606902202684,0.000246606902202684,105334.31053560038
2020-02-18,77.313232421875,1,-0.018310576982785265,-0.018310576982785265,103405.57853360966
2020-02-19,78.43293762207031,1,0.014482710981289948,0.014482710981289948,104903.171641365
2020-02-20,77.62828826904297,1,-0.010259074534534895,-0.010259074534534895,103826.96218458713
2020-02-21,75.87115478515625,1,-0.02263522129712392,-0.02263522129712392,101476.8159189309
2020-02-24,72.26725769042969,1,-0.047500227259380634,-0.047500227259380634,96656.64410122334
2020-02-25,69.81939697265625,1,-0.03387233438771553,-0.03387233438771553,93382.65793143229
2020-02-26,70.92700958251953,1,0.015863967004714485,0.015863967004714485,94864.07733566908
2020-02-27,66.2906265258789,1,-0.06536837072267165,-0.06536837072267165,88662.96716012686
2020-02-28,66.25183868408203,1,-0.0005851180450335836,-0.0005851180450335836,88611.08885811525
2020-03-02,72.41995239257812,0,0.0931010192473054,0.0931010192473054,96860.87154741933
2020-03-03,70.11994934082031,0,-0.03175924556384446,-0.0,96860.87154741933
2020-03-04,73.37242889404297,0,0.0463845108816876,0.0,96860.87154741933
2020-03-05,70.9924545288086,0,-0.032436903086189184,-0.0,96860.87154741933
2020-03-06,70.04967498779297,0,-0.013279996406280747,-0.0,96860.87154741933
2020-03-09,64.50927734375,0,-0.07909241042172499,-0.0,96860.87154741933
2020-03-10,69.15534210205078,0,0.07202165253756188,0.0,96860.87154741933
2020-03-11,66.75353240966797,0,-0.03473064580952434,-0.0,96860.87154741933
2020-03-12,60.161319732666016,0,-0.09875451439101968,-0.0,96860.87154741933
2020-03-13,67.36914825439453,0,0.1198083511757615,0.0,96860.87154741933
2020-03-16,58.70231628417969,0,-0.12864689839164622,-0.0,96860.87154741933
2020-03-17,61.28345489501953,0,0.04396996190651947,0.0,96860.87154741933
2020-03-18,59.78324508666992,0,-0.024479850408556714,-0.0,96860.87154741933
2020-03-19,59.325172424316406,0,-0.007662224787052474,-0.0,96860.87154741933
2020-03-20,55.558895111083984,0,-0.06348531591774498,-0.0,96860.87154741933
2020-03-23,54.37858200073242,0,-0.021244358945433528,-0.0,96860.87154741933
2020-03-24,59.83413696289063,0,0.10032543625511847,0.0,96860.87154741933
2020-03-25,59.50452423095703,0,-0.005508773898385555,-0.0,96860.87154741933
2020-03-26,62.635833740234375,0,0.052623049251241394,0.0,96860.87154741933
2020-03-27,60.042572021484375,0,-0.04140220643513537,-0.0,96860.87154741933
2020-03-30,61.75606155395508,-1,0.028537910265695965,0.0,96860.87154741933
2020-03-31,61.63002014160156,-1,-0.0020409561293573963,0.0020409561293573963,97058.56033689894
2020-04-01,58.3872299194336,-1,-0.052617056017786545,0.052617056017786545,102165.49604315126
2020-04-02,59.36152648925781,-1,0.016686809276079906,-0.016686809276079906,100460.6798960831
2020-04-03,58.5084228515625,-1,-0.01437132243979089,0.01437132243979089,101904.43271939033
2020-04-06,63.612548828125,-1,0.08723745621227574,-0.08723745621227574,93014.54923219571
2020-04-07,62.87575912475586,-1,-0.01158245844479322,0.01158245844479322,94091.8863834388
2020-04-08,64.48505401611328,-1,0.025594838356771454,-0.025594838356771454,91683.61976077099
2020-04-09,64.95038604736328,-1,0.007216122221650467,-0.007216122221650467,91022.01955485393
2020-04-13,66.22518920898438,-1,0.0196273377142282,-0.0196273377142282,89235.49963761974
2020-04-14,69.56976318359375,-1,0.05050304898420177,-0.05050304898420177,84728.8348282913
2020-04-15,68.93480682373047,-1,-0.009126901268696863,0.009126901268696863,85502.14653838082
2020-04-16,69.48253631591797,-1,0.007945615827836816,-0.007945615827836816,84822.77932953145
2020-04-17,68.53976440429688,-1,-0.013568472908567553,0.013568472908567553,85973.69491289361
2020-04-20,67.11707305908203,-1,-0.020757167136186583,0.020757167136186583,87758.26526751605
2020-04-21,65.04248809814453,-1,-0.03090994386944257,0.03090994386944257,90470.86832101463
2020-04-22,66.91593933105469,-1,0.02880349887727629,-0.02880349887727629,87864.99076690405
2020-04-23,66.65660095214844,-1,-0.0038755845243869658,0.0038755845243869658,88205.51896535567
2020-04-24,68.58097839355469,-1,0.02887002058187349,-0.02887002058187349,85659.02381739102
2020-04-27,68.62942504882812,0,0.0007064153415168306,-0.0007064153415168306,85598.51296882705
2020-04-28,67.51697540283203,0,-0.016209514289309723,-0.0,85598.51296882705
2020-04-29,69.7345962524414,0,0.03284538201508891,0.0,85598.51296882705
